,ID,Comp,Abstract,Importance,,实验二模型评估等级
8813,9663,UI,pde launcher launch plugin default setup ,P3 major (vote)  ,,1
5340,6190,Resources,error reporting vm arg ,P3 minor (vote)  ,,1
7734,8584,Core,syntax error generate compiler ,P3 minor (vote)  ,,1
8165,9015,Debug,organize import feature find error statement ,P3 minor (vote)  ,,1
170,170,Team,interruptedioexception connection failure gfoon ,P3 normal (vote)  ,,1
280,280,Build,problem pluginzip gkod ,P3 normal (vote)  ,,1
306,306,UI,project dependency miss pluginxml orgeclipsejdtdebug ghfhgq ,P3 normal (vote)  ,,1
316,316,Build,call buildxml file pde have create component script gitptb ,P3 normal (vote)  ,,1
322,322,UI,ec cannot edit pluginxml gjuiur ,P3 normal (vote)  ,,1
332,332,UI,cannot set reexport plugins gkowl ,P3 normal (vote)  ,,1
336,336,UI,convert pde plugin failes pluginxml exist ,P3 normal (vote)  ,,1
339,339,UI,startup time slow plugin project glyn ,P3 normal (vote)  ,,1
340,340,UI,buildproperties source miss trail glpwg ,P3 normal (vote)  ,,1
404,848,UserAssistance,javascript failure linux genjaf ,P3 normal (vote)  ,,1
422,866,UserAssistance,miss safer error handle code ggro ,P3 normal (vote)  ,,1
701,1537,Debug,breakpoint attribute optimization ghee ,P3 normal (vote)  ,,1
718,1554,Debug,method entry breakpoints source method gcu ,P3 normal (vote)  ,,1
719,1555,Debug,need alert breakpoints source be line gcui ,P3 normal (vote)  ,,1
723,1559,Debug,debugger doesnt pop front breakpoint hit gdpd ,P3 normal (vote)  ,,1
732,1568,Debug,breakpoint skip set var declaration gdmu ,P3 normal (vote)  ,,1
734,1570,Debug,readme breakpoints be set line gdqo ,P3 normal (vote)  ,,1
754,1590,Debug,readme breakpoints method decl cause break exit gesvr ,P3 normal (vote)  ,,1
755,1591,Debug,guess breakpoint location getpp ,P3 normal (vote)  ,,1
758,1594,Debug,move source file lose breakpoints genxz ,P3 normal (vote)  ,,1
761,1597,Debug,jdk classloaderloadclassinternalstring throw nativemethodexception gemuq ,P3 normal (vote)  ,,1
766,1602,Debug,readme mess system inspector geng ,P3 normal (vote)  ,,1
783,1619,Debug,usability be allow set breakpoints comment geupl ,P3 normal (vote)  ,,1
785,1621,Debug,debugger doesnt come front breakpoint be hit geuzex ,P3 normal (vote)  ,,1
786,1622,Debug,revert loose selection debugger geuzso ,P3 normal (vote)  ,,1
790,1626,Debug,outline be debugger gewbvr ,P3 normal (vote)  ,,1
802,1638,Debug,case ibreakpoints gijyo ,P3 normal (vote)  ,,1
811,1647,Debug,remove breakpoint gfvo ,P3 normal (vote)  ,,1
813,1649,Debug,eclipse crash console view gfbnfp ,P3 normal (vote)  ,,1
815,1651,Debug,method entry breakpoints be show comment gfcyc ,P3 normal (vote)  ,,1
821,1657,Debug,evaluation failure try run scrapbook page ggnq ,P3 normal (vote)  ,,1
831,1667,Debug,breakpoint hit locate method declaration argument ghol ,P3 normal (vote)  ,,1
843,1679,Debug,breakpoint view reflect selectd target givs ,P3 normal (vote)  ,,1
850,1686,Debug,drop menu debugger view gjuuob ,P3 normal (vote)  ,,1
851,1687,Debug,investigate put error task list gikkuy ,P3 normal (vote)  ,,1
875,1711,Debug,class breakpoints lead weird state gjuzy ,P3 normal (vote)  ,,1
879,1715,Debug,consider remove state change action breakpointsview gkkt ,P3 normal (vote)  ,,1
885,1721,Debug,feature breakpoints gkkei ,P3 normal (vote)  ,,1
894,1730,Debug,miss pluginproperties file gkeyjy ,P3 normal (vote)  ,,1
895,1731,Debug,jdtdebug miss pluginproperties file gkeyt ,P3 normal (vote)  ,,1
910,1746,Debug,debug target expand hit breakpoint gleu ,P3 normal (vote)  ,,1
926,1762,Debug,indication breakpoints glet ,P3 normal (vote)  ,,1
935,1771,Debug,catch exception hit glecqr ,P3 normal (vote)  ,,1
998,1834,Core,cancel build problem take update gqyz ,P3 normal (vote)  ,,1
1043,1879,UI,cannot breakpoint jar gsca ,P3 normal (vote)  ,,1
1090,1926,UI,error preference dialog display hit tab gcgey ,P3 normal (vote)  ,,1
1252,2088,UI,need error stop feature geebp ,P3 normal (vote)  ,,1
1261,2097,UI,miss stack trace log make debug gemzr ,P3 normal (vote)  ,,1
1378,2214,UI,workbench crash image creation fail geanrs ,P3 normal (vote)  ,,1
1380,2216,UI,workbench crash toolbar allocation fail geaoa ,P3 normal (vote)  ,,1
1456,2292,UI,jface text error attempt merge conflict gemct ,P3 normal (vote)  ,,1
1464,2300,UI,cannot export file save system editor genkw ,P3 normal (vote)  ,,1
1638,2474,Compare,compare editor cannot be close editor be hide gfqm ,P3 normal (vote)  ,,1
1688,2524,Resources,workspace state crash load gfkoy ,P3 normal (vote)  ,,1
1817,2653,Resources,error startup prompter givjhu ,P3 normal (vote)  ,,1
1880,2716,UI,property dialog output path error message be miss gifcw ,P3 normal (vote)  ,,1
2149,2985,UI,aboutpluginsdialog miss copyright notice glbyuk ,P3 normal (vote)  ,,1
2154,2990,Debug,error click stack gldzvh ,P3 normal (vote)  ,,1
2183,3019,Resources,resource need failure mode index store gcp ,P3 normal (vote)  ,,1
2189,3025,Resources,api doc orgeclipsecoretarget miss plugin extension point doc gdcza ,P3 normal (vote)  ,,1
2196,3032,Resources,error create project nature gdukx ,P3 normal (vote)  ,,1
2202,3038,Resources,registry caching have error check gelydt ,P3 normal (vote)  ,,1
2210,3046,Build,system length limit hit try generate component gez ,P3 normal (vote)  ,,1
2228,3064,Build,cannot buildxml gfqj ,P3 normal (vote)  ,,1
2253,3089,Resources,translate pluginproperties cannot be contribute fragment ghh ,P3 normal (vote)  ,,1
2266,3102,Ant,error cant reproduce gimabl ,P3 normal (vote)  ,,1
2296,3132,Resources,error build builder gkrnit ,P3 normal (vote)  ,,1
2298,3134,Incubator,plugin classloader error message be improve gkypj ,P3 normal (vote)  ,,1
2299,3135,Resources,runtime api inconsistency pluginmodelgetlocation glo ,P3 normal (vote)  ,,1
2312,3148,Update(deprecated-useEclipse>Equinox>p2),runtime be update installation failedcrashed gevy ,P3 normal (vote)  ,,1
2334,3170,Update(deprecated-useEclipse>Equinox>p2),eclipse crash plugin unzip leave state gendk ,P3 normal (vote)  ,,1
2349,3185,Core,javabuilder error dont fvn ,P3 normal (vote)  ,,1
2350,3186,Core,dcr jdom domexception be throw program error fvgns ,P3 normal (vote)  ,,1
2352,3188,Core,javabuilder delete source doesnt folder fvpttk ,P3 normal (vote)  ,,1
2353,3189,Core,javabuilder miss library result dependency info fwyert ,P3 normal (vote)  ,,1
2368,3204,Core,imagebuilder show error count progress gsvky ,P3 normal (vote)  ,,1
2370,3206,Core,cannot build class java package gdhs ,P3 normal (vote)  ,,1
2377,3213,Core,compile error interface ggm ,P3 normal (vote)  ,,1
2391,3227,Core,jcl dev builder do refresh problem exception hierarchy gatsmz ,P3 normal (vote)  ,,1
2396,3232,Core,builder handle miss rtjar scenario gbakwr ,P3 normal (vote)  ,,1
2405,3241,Core,build doesnt cancel gdemmy ,P3 normal (vote)  ,,1
2428,3264,Core,verifyerror relate index computation gdsip ,P3 normal (vote)  ,,1
2442,3278,Core,javabuilder problem count update gec ,P3 normal (vote)  ,,1
2448,3284,Core,project doesnt rebuild change java path gehvdw ,P3 normal (vote)  ,,1
2459,3295,Core,error miss reference jar do go geurnc ,P3 normal (vote)  ,,1
2465,3301,Core,build doesnt disappearance field gfug ,P3 normal (vote)  ,,1
2469,3305,Core,build doesnt method implement gftzt ,P3 normal (vote)  ,,1
2476,3312,Core,error image builder duplicate package fragment gfjy ,P3 normal (vote)  ,,1
2481,3317,Core,fullbuild startup gfpvxw ,P3 normal (vote)  ,,1
2483,3319,Core,compiletime error message ggldk ,P3 normal (vote)  ,,1
2486,3322,Core,nullpointerexception build stateimplgetsourceelemententries ggmw ,P3 normal (vote)  ,,1
2488,3324,Core,compiler error ghfp ,P3 normal (vote)  ,,1
2490,3326,Core,build doesnt work bin delete ghhu ,P3 normal (vote)  ,,1
2506,3342,Core,compiler warn use type declare unit gkprj ,P3 normal (vote)  ,,1
2507,3343,Core,miss javalangobject produce compiler error git ,P3 normal (vote)  ,,1
2535,3371,Core,assertion fail exception build gko ,P3 normal (vote)  ,,1
2590,3426,Core,inconsistency debugger highlight gkrh ,P3 normal (vote)  ,,1
2593,3429,Core,compilation bug namespace change class gkxci ,P3 normal (vote)  ,,1
2605,3441,Core,error rename class glxcw ,P3 normal (vote)  ,,1
2650,3486,UI,warn icon hide error icon ruler gknnb ,P3 normal (vote)  ,,1
2696,3532,UI,breakpoint task icon top giom ,P3 normal (vote)  ,,1
3025,3861,UI,method compiler error introduce geykmr ,P3 normal (vote)  ,,1
3295,4131,UI,method miss exception declaration giupj ,P3 normal (vote)  ,,1
3309,4145,UI,buildpage do warn add classpath point folder giwr ,P3 normal (vote)  ,,1
3329,4165,UI,method miss line number error msg gjjun ,P3 normal (vote)  ,,1
3428,4265,UI,ui freeze error closing type hierarchy perspective gkqo ,P3 normal (vote)  ,,1
3440,4277,UI,need text error message gkxm ,P3 normal (vote)  ,,1
3456,4293,UI,method compile error gkzapu ,P3 normal (vote)  ,,1
3518,4356,Debug,debugger go intos need ,P3 normal (vote)  ,,1
3519,4357,UI,swtexception fail execute ,P3 normal (vote)  ,,1
3544,4382,Core,nullpointerexception javabuilder ,P3 normal (vote)  ,,1
3849,4689,SWT,eclipse be close error example gesyur ,P3 normal (vote)  ,,1
3968,4808,SWT,comment test failure gjeiu ,P3 normal (vote)  ,,1
4023,4863,SWT,image failure need give resource glccm ,P3 normal (vote)  ,,1
4075,4915,Core,jck need compiler switch mode ,P3 normal (vote)  ,,1
4085,4927,Debug,exception doubleclicking breakpoint ,P3 normal (vote)  ,,1
4104,4946,Core,builder efficiency issue ,P3 normal (vote)  ,,1
4143,4985,Debug,icon show package name breakpoints list be backwards ,P3 normal (vote)  ,,1
4147,4989,UI,cannot content default package ,P3 normal (vote)  ,,1
4148,4990,Core,error start eclipse ,P3 normal (vote)  ,,1
4154,4997,Debug,breakpoints be save ,P3 normal (vote)  ,,1
4185,5029,Core,error save java file ,P3 normal (vote)  ,,1
4192,5036,Core,assertion fail build ,P3 normal (vote)  ,,1
4385,5234,Debug,debugger doesnt stop breakpoint ,P3 normal (vote)  ,,1
4386,5235,UI,method introduces compile error ,P3 normal (vote)  ,,1
4419,5268,Core,verifyerror run ,P3 normal (vote)  ,,1
4431,5280,UI,ec assert failure orgeclipseuitexteditorabstractmarkerannotationmodelupdatemarkers ,P3 normal (vote)  ,,1
4436,5285,Core,error load java perspective open ,P3 normal (vote)  ,,1
4485,5334,Compare,error use patch tool ,P3 normal (vote)  ,,1
4489,5339,Debug,respond stack trace breakpoint encounter ,P3 normal (vote)  ,,1
4515,5365,Resources,problem shutdown ,P3 normal (vote)  ,,1
4530,5380,UI,error hover doesnt appear ,P3 normal (vote)  ,,1
4537,5387,Debug,add exception breakpoint multiple time ,P3 normal (vote)  ,,1
4613,5463,UI,pluginproperties file miss ,P3 normal (vote)  ,,1
4662,5512,UI,import plugin tool fails plugins runtime tag ,P3 normal (vote)  ,,1
4682,5532,Core,compile miss return type change ,P3 normal (vote)  ,,1
4684,5534,Debug,add fail launch history ,P3 normal (vote)  ,,1
4726,5576,Debug,usability cannot breakpoint context menu ,P3 normal (vote)  ,,1
4738,5588,Debug,protection fault click breakpoint debugger ,P3 normal (vote)  ,,1
4740,5590,Debug,step return fails j ,P3 normal (vote)  ,,1
4742,5592,SWT,gp target crash image resume debugger ,P3 normal (vote)  ,,1
4746,5596,Debug,option make f save compile ,P3 normal (vote)  ,,1
4751,5601,Team,compile problem build ,P3 normal (vote)  ,,1
4794,5644,Debug,set breakpoint javadoc ,P3 normal (vote)  ,,1
4799,5649,Resources,load java project java builder be miss cause problem ,P3 normal (vote)  ,,1
4859,5709,Resources,outofmemoryerror ,P3 normal (vote)  ,,1
4866,5716,Ant,throw error building project ,P3 normal (vote)  ,,1
4923,5773,Debug,javalangerror compilation problem ,P3 normal (vote)  ,,1
4935,5785,UI,error have precedence warning ,P3 normal (vote)  ,,1
4937,5787,Debug,launch j fails ,P3 normal (vote)  ,,1
4942,5792,Debug,jdi error ,P3 normal (vote)  ,,1
4945,5795,Debug,reach breakpoint stacktrace ,P3 normal (vote)  ,,1
4959,5809,Core,class name package import cause error ,P3 normal (vote)  ,,1
4962,5812,Resources,error recover workspace ,P3 normal (vote)  ,,1
5062,5912,Debug,weve got be failure terminate ,P3 normal (vote)  ,,1
5075,5925,Debug,debugview do survive platform crash ,P3 normal (vote)  ,,1
5088,5938,Resources,error message plugin parser ,P3 normal (vote)  ,,1
5089,5939,Resources,editor bug error message disk be ,P3 normal (vote)  ,,1
5090,5940,Core,instance initializer class generate error ,P3 normal (vote)  ,,1
5107,5957,Core,error recoveredmethodadd ,P3 normal (vote)  ,,1
5117,5967,UI,swt error use plugin jar ,P3 normal (vote)  ,,1
5123,5973,Ant,buildcompiler value be set ,P3 normal (vote)  ,,1
5131,5981,Debug,illegalaccesserror swap j ,P3 normal (vote)  ,,1
5173,6023,Debug,ioexception writing proxy close ,P3 normal (vote)  ,,1
5176,6026,UI,info plugin importer error message ,P3 normal (vote)  ,,1
5220,6070,Core,builder builder order problem ,P3 normal (vote)  ,,1
5230,6080,Build,zip fail ,P3 normal (vote)  ,,1
5300,6150,UI,classcircularityerror run drop jdk ,P3 normal (vote)  ,,1
5303,6153,Resources,walkbacks restart crash corrupt property store ,P3 normal (vote)  ,,1
5311,6161,Debug,noclassdeffounderror run scrapbook snippet ,P3 normal (vote)  ,,1
5342,6192,Debug,miss debug icon ,P3 normal (vote)  ,,1
5343,6193,Resources,error reporting vm arg ,P3 normal (vote)  ,,1
5382,6232,Core,build problem error null compile jdk source code ,P3 normal (vote)  ,,1
5433,6283,UI,rightclick breakpoint give error ,P3 normal (vote)  ,,1
5446,6296,Resources,error dialog point log file ,P3 normal (vote)  ,,1
5488,6338,Debug,error try run application ,P3 normal (vote)  ,,1
5495,6345,UI,error insert exception template java code ,P3 normal (vote)  ,,1
5498,6348,UI,compiler error box be break ,P3 normal (vote)  ,,1
5515,6365,Resources,failure restart workbench corrupt syncinfo ,P3 normal (vote)  ,,1
5547,6397,UI,plugin import slim failure ,P3 normal (vote)  ,,1
5551,6401,Debug,catch cause terminate thread fail ,P3 normal (vote)  ,,1
5569,6419,Resources,class loader failure restart workspace ,P3 normal (vote)  ,,1
5592,6442,UI,lose source code export failure ,P3 normal (vote)  ,,1
5593,6443,Core,java builder doesnt folder createdelete ,P3 normal (vote)  ,,1
5601,6451,UI,perspective lose eclipse crash ,P3 normal (vote)  ,,1
5627,6477,Resources,nullpointerexception read property crash ,P3 normal (vote)  ,,1
5692,6542,Core,method error message ,P3 normal (vote)  ,,1
5712,6562,Debug,r help incorrect remove remove debugger view ,P3 normal (vote)  ,,1
5725,6575,Debug,jdidebugtarget clean shutdown ,P3 normal (vote)  ,,1
5744,6594,UI,replace history outline throw error ,P3 normal (vote)  ,,1
5752,6602,UI,method syntax error extract block refactoring ,P3 normal (vote)  ,,1
5768,6618,Debug,error step hit breakpoint ,P3 normal (vote)  ,,1
5791,6641,Debug,breakpoints fail j ,P3 normal (vote)  ,,1
5795,6645,Core,buildrebuild do recompile code ,P3 normal (vote)  ,,1
5810,6660,Debug,feature hover breakpoints line number ,P3 normal (vote)  ,,1
5827,6677,Core,u comment give error ,P3 normal (vote)  ,,1
5856,6706,Build,need allow plugins contribute custom buildxml ,P3 normal (vote)  ,,1
5857,6707,Ant,build problem build ,P3 normal (vote)  ,,1
5871,6721,Core,error code formatter style ,P3 normal (vote)  ,,1
5919,6769,Resources,eclipse crash absense ,P3 normal (vote)  ,,1
5929,6779,Core,searchdeclarationsofreferencedtyped miss exception type ,P3 normal (vote)  ,,1
5936,6786,UI,method miss exception method signature ,P3 normal (vote)  ,,1
5956,6806,Core,nullpointerexception move cu default package ,P3 normal (vote)  ,,1
5976,6826,Debug,drop frame native do stop j ,P3 normal (vote)  ,,1
5980,6830,Debug,breakpoint action icon ,P3 normal (vote)  ,,1
5998,6848,Core,index range exception builder ,P3 normal (vote)  ,,1
6031,6881,Build,error run buildxml plugin project ,P3 normal (vote)  ,,1
6050,6900,Core,rebuild project fail error ,P3 normal (vote)  ,,1
6051,6901,Build,buildxml generate pdecore cannot be run antrunner application ,P3 normal (vote)  ,,1
6060,6910,Build,buildscript task look plugins folder ,P3 normal (vote)  ,,1
6106,6956,Core,compiler error report extract method ,P3 normal (vote)  ,,1
6166,7016,Debug,vmdisconnectedexception get ioexception machine repeat debug session ,P3 normal (vote)  ,,1
6169,7019,Debug,class appear confuse debugger source lookup ,P3 normal (vote)  ,,1
6181,7031,Debug,inspector be miss area ,P3 normal (vote)  ,,1
6214,7064,SWT,griddata crash standalone plugin arrayindexoutofboundsexception ,P3 normal (vote)  ,,1
6219,7069,Core,error remove ,P3 normal (vote)  ,,1
6229,7079,UI,code format fails javalangerror ,P3 normal (vote)  ,,1
6270,7120,Debug,npe shutdown debuguiplugin ,P3 normal (vote)  ,,1
6278,7128,Core,error compile ,P3 normal (vote)  ,,1
6307,7157,Debug,jvm crash try debug ,P3 normal (vote)  ,,1
